ds,y
2017-07-03,144.3718918918919
2017-07-04,143.66566666666668
2017-07-05,135.398
2017-07-06,136.002
2017-07-07,150.38785714285714
2017-07-08,176.6897142857143
2017-07-09,145.46527272727272
2017-07-10,169.40697674418604
2017-07-11,168.19244444444445
2017-07-12,143.53216216216217
2017-07-13,159.18625
2017-07-14,184.3108108108108
2017-07-15,190.31931818181818
2017-07-16,171.54999999999998
2017-07-17,195.84277777777777
2017-07-18,161.66194444444443
2017-07-19,183.04653846153846
2017-07-20,191.42709677419353
2017-07-21,193.0167741935484
2017-07-22,194.4953846153846
2017-07-23,193.83085714285713
2017-07-24,192.1810416666667
2017-07-25,185.28433333333334
2017-07-26,188.0311111111111
2017-07-27,185.9277142857143
2017-07-28,172.71514285714284
2017-07-29,209.68454545454546
2017-07-30,170.6754054054054
2017-07-31,227.2873529411765
2017-08-01,208.66347826086957
2017-08-02,208.26793103448273
2017-08-03,202.5589285714286
2017-08-04,209.54675675675674
2017-08-05,213.6057894736842
2017-08-06,203.1602325581395
2017-08-07,211.03520833333334
2017-08-08,208.91868421052632
2017-08-09,239.51166666666666
2017-08-10,202.91724137931035
2017-08-11,198.81966666666668
2017-08-12,209.29805555555555
2017-08-13,188.29743589743592
2017-08-14,203.08485714285715
2017-08-15,182.8790625
2017-08-16,209.77921052631578
2017-08-17,208.84227272727273
2017-08-18,220.03135135135136
2017-08-19,217.43256410256407
2017-08-20,187.28583333333333
2017-08-21,222.97538461538463
2017-08-22,232.89935483870968
2017-08-23,209.83035714285714
2017-08-24,181.63378378378377
2017-08-25,211.89542857142857
2017-08-26,193.62235294117647
2017-08-27,179.8108695652174
2017-08-28,194.46268292682927
2017-08-29,167.26190476190476
2017-08-30,157.3060714285714
2017-08-31,162.13878048780487
